cue_frequency,cue_frequency_range,choice_frequency,choice_frequency_range,thisN,thisTrialN,thisRepN,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisN,thisTrialN,thisRepN,audio_onset,audio_offset,display_feedback,response_time,response,runid,ttl,monitor,responseType,eyetracker,screen_resolution,monitor_width,full_screen,ttl_code,sound_fs,mmb_port_code,pport_port_code,ttl_port,outputDir,date,psychopy_version,
400,0.5,400,0.5,0,0,1,1,0,0,0,0,0,1,17.975010861002374,25.27629164099926,25.27629164099926,25.272719405002135,same,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
400,0.5,420,0.5,1,1,1,1,1,1,1,1,1,1,32.45598356499977,39.90875964000588,39.90875964000588,39.90601046699885,diff,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
400,0.5,400,0.5,2,0,2,2,0,2,0,2,0,2,47.6096024330036,54.8924731310035,54.8924731310035,54.88948250400426,same,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
400,0.5,420,0.5,3,1,2,2,1,3,1,3,1,2,61.85953576800239,69.32543323600112,69.32543323600112,69.32251274300506,diff,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
400,0.5,400,0.5,4,0,3,3,0,4,0,4,0,3,76.19286988900421,86.74257702700561,86.74257702700561,86.7391637690016,diff,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
400,0.5,420,0.5,5,1,3,3,1,5,1,5,1,3,93.27219420899928,100.69211563900171,100.69211563900171,100.68886888900306,diff,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
400,0.5,420,0.5,6,0,4,4,0,6,1,6,0,4,107.04317525700026,114.62489309400553,114.62489309400553,114.62199133800459,same,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
400,0.5,400,0.5,7,1,4,4,1,7,0,7,1,4,121.89190932800557,129.67461156200443,129.67461156200443,129.6718503420052,same,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
400,0.5,420,0.5,8,0,5,5,0,8,1,8,0,5,137.30792280199967,144.47171743299987,144.47171743299987,144.45880691800267,diff,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
400,0.5,400,0.5,9,1,5,5,1,9,0,9,1,5,150.60728651200043,157.9245499739991,157.9245499739991,157.9216204770055,same,chase50coh_0.5oct_5sWMdelay,None,debugging_monitor,mouse,None,"[800, 800]",32,False,255,44100,None,DFF8,NaN,/Users/chase/Desktop/NKI/Task_TaxonomyAuditoryMemory/logs/chase50coh_0.5oct_5sWMdelay,2023-07-25_12h22.30.507,2022.1.4,
